name	degree	betweenness_centrality	closeness_centrality	eigenvector_centrality	Abundance	module	z	p	taxa_roles
otu2598	292	1051.66666666667	9.81318475425471e-05	0.779506577475781	NA	M2	0.576265159453365	0.00682585851003936	Peripheral nodes
otu2602	207	1149.05970489206	0.000106915131677734	0.355083759590766	NA	M2	-0.086195209955332	0	Peripheral nodes
otu2603	357	438.125641025641	9.92072718455792e-05	0.899475773251548	NA	M2	1.09676973541734	0	Peripheral nodes
otu2604	364	57.0807644110277	9.91898774193524e-05	0.943013759150444	NA	M2	1.1519747662014	0	Peripheral nodes
otu2605	369	14.3666666666666	9.93788775983278e-05	0.934472785257801	NA	M2	1.183520498078	0.00540536570677363	Peripheral nodes
otu2607	259	3455.36666666667	9.80833750222177e-05	0.66926056920518	NA	M2	0.316012871471377	0.00769219302037838	Peripheral nodes
otu2608	353	1785.76666666667	9.91900202157845e-05	0.892523125942552	NA	M2	1.06522400354074	0	Peripheral nodes
otu2609	39	4.33190883190883	9.14268541151016e-05	0.00489154940560115	NA	M4	0.238768985105989	0.40499671268902	Peripheral nodes
otu2610	360	113.137878787879	9.93631838334692e-05	0.926674829923328	NA	M2	1.12042903432479	0	Peripheral nodes
otu2611	369	14.3666666666666	9.93788775983278e-05	0.934472785257801	NA	M2	1.183520498078	0.00540536570677363	Peripheral nodes
otu2612	377	255.778571428572	9.96380681342388e-05	0.95979173685809	NA	M2	1.25449839480036	0	Peripheral nodes
otu2613	223	669.021428571429	9.78255515177003e-05	0.551359385771998	NA	M2	0.0399877175510865	0	Peripheral nodes
otu2614	270	214.916666666667	9.7872776784178e-05	0.687994303161658	NA	M2	0.410650067101191	0	Peripheral nodes
otu2615	161	1595.43333333333	9.59384285317068e-05	0.430817874769991	NA	M2	-0.472630425443738	0.0367269781258439	Peripheral nodes
otu2616	349	3876.81666666667	0.000100141740989732	0.856485468616515	NA	M2	1.03367827166413	0	Peripheral nodes
otu2617	313	104.166666666667	9.85985200144373e-05	0.836947341557084	NA	M2	0.74976668477469	0	Peripheral nodes
otu2618	14	75.9766233766234	8.98640955382381e-05	0.00654313229258642	NA	M10	1.51990004732093	0.489795918367347	Peripheral nodes
otu2619	358	173.895519100782	9.89495919427366e-05	0.929673844930751	NA	M2	1.10465616838649	0	Peripheral nodes
otu2620	12	8	9.79896020897961e-05	0.00302958676443684	NA	M2	-1.62404963893981	0	Peripheral nodes
otu2621	3	1	7.59828213554949e-05	0.000717174309561266	NA	M7	-1.11887069598848	0.444444444444444	Peripheral nodes
otu2622	350	339.549186924187	9.897890562598e-05	0.894839866083591	NA	M2	1.04156470463328	0	Peripheral nodes
otu2623	304	94.3869047619047	0.000107084918552887	0.78843770333073	NA	M2	0.670902355083179	0.00655730609418281	Peripheral nodes
otu2624	377	215.891666666667	9.95560755302178e-05	0.954705088257157	NA	M2	1.25449839480036	0	Peripheral nodes
otu2625	337	282.583333333333	9.90906445257709e-05	0.857840013306306	NA	M2	0.931154643065167	0.00591710766142173	Peripheral nodes
otu2626	359	1244.43333333333	9.92909864073179e-05	0.91763581001299	NA	M2	1.11254260135564	0	Peripheral nodes
otu2627	319	1130.70952380952	9.88021890854078e-05	0.828541603559885	NA	M2	0.789198849620446	0.00624993858157841	Peripheral nodes
otu2628	311	2120.5553030303	9.85746554946252e-05	0.808476221446046	NA	M2	0.733993818836388	0	Peripheral nodes
otu2629	343	997.754761904759	9.89706909528795e-05	0.900810046551219	NA	M2	0.986359673849225	0	Peripheral nodes
otu2630	262	950.469047619048	9.79327637735388e-05	0.676354184991681	NA	M2	0.347558603347981	0	Peripheral nodes
otu2631	352	3140.4785714286	9.91957859284279e-05	0.917767751252633	NA	M2	1.05733757057159	0	Peripheral nodes
otu2632	262	708.235714285714	9.79219491389992e-05	0.687147877773365	0.0112019825697578	M2	0.347558603347981	0	Peripheral nodes
otu2633	362	49.780735930736	9.91263265694584e-05	0.926803682483615	NA	M2	1.1362019002631	0	Peripheral nodes
otu2634	377	255.778571428572	9.96380681342388e-05	0.95979173685809	NA	M2	1.25449839480036	0	Peripheral nodes
otu2635	380	866.107683982684	9.9656022127812e-05	0.96589934483678	NA	M2	1.27815769370782	0	Peripheral nodes
otu2636	315	341.216666666667	9.86524216049395e-05	0.820746716063732	NA	M2	0.765539550712993	0	Peripheral nodes
otu2637	382	3550.80663021194	9.95519478953561e-05	0.974179383334763	NA	M2	1.29393055964612	0	Peripheral nodes
otu2638	379	186.140187590187	9.95728543894411e-05	0.964941611228139	NA	M2	1.27027126073867	0	Peripheral nodes
otu2639	336	543.095238095239	9.89732046125696e-05	0.885094140911517	NA	M2	0.931154643065167	0	Peripheral nodes
otu2640	366	91.8118908868909	9.94084324039001e-05	0.941960443344107	NA	M2	1.1677476321397	0	Peripheral nodes
otu2641	15	1746.94004329004	8.98607005219851e-05	0.00497072430359175	NA	M10	2.30436458787366	0.444444444444444	Peripheral nodes
otu2642	234	350.29880952381	9.74967364834023e-05	0.617837880314731	NA	M2	0.118852047242598	0.00851048286945721	Peripheral nodes
